Month,Part_Code,Inv_data,Value,Brand
Dec-24,FM E-1034K-020 ,Pur Qty,0,Sheet1
Dec-24,FM E-1034K-020 ,Sal Qty,0,Sheet1
Dec-24,FM E-1034K-020 ,Bal Qty,0,Sheet1
Jan-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
Jan-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
Jan-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
Feb-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
Feb-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
Feb-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
Mar-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
Mar-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
Mar-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
Apr-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
Apr-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
Apr-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
May-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
May-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
May-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
Jun-25,FM E-1034K-020 ,Pur Qty,0,Sheet1
Jun-25,FM E-1034K-020 ,Sal Qty,0,Sheet1
Jun-25,FM E-1034K-020 ,Bal Qty,0,Sheet1
Jun-24,FM E-1034K-50 ,Opn Qty,2,Sheet1
Jun-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Jun-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Jun-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Jul-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Jul-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Jul-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Aug-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Aug-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Aug-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Sep-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Sep-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Sep-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Oct-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Oct-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Oct-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Nov-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Nov-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Nov-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Dec-24,FM E-1034K-50 ,Pur Qty,0,Sheet1
Dec-24,FM E-1034K-50 ,Sal Qty,0,Sheet1
Dec-24,FM E-1034K-50 ,Bal Qty,2,Sheet1
Jan-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
Jan-25,FM E-1034K-50 ,Sal Qty,0,Sheet1
Jan-25,FM E-1034K-50 ,Bal Qty,2,Sheet1
Feb-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
Feb-25,FM E-1034K-50 ,Sal Qty,0,Sheet1
Feb-25,FM E-1034K-50 ,Bal Qty,2,Sheet1
Mar-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
Mar-25,FM E-1034K-50 ,Sal Qty,0,Sheet1
Mar-25,FM E-1034K-50 ,Bal Qty,2,Sheet1
Apr-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
Apr-25,FM E-1034K-50 ,Sal Qty,0,Sheet1
Apr-25,FM E-1034K-50 ,Bal Qty,2,Sheet1
May-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
May-25,FM E-1034K-50 ,Sal Qty,0,Sheet1
May-25,FM E-1034K-50 ,Bal Qty,2,Sheet1
Jun-25,FM E-1034K-50 ,Pur Qty,0,Sheet1
Jun-25,FM E-1034K-50 ,Sal Qty,2,Sheet1
Jun-25,FM E-1034K-50 ,Bal Qty,0,Sheet1
Jun-24,FM E-1034K-STD ,Opn Qty,0,Sheet1
Jun-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Jun-24,FM E-1034K-STD ,Sal Qty,0,Sheet1
Jun-24,FM E-1034K-STD ,Bal Qty,0,Sheet1
Jul-24,FM E-1034K-STD ,Pur Qty,10,Sheet1
Jul-24,FM E-1034K-STD ,Sal Qty,0,Sheet1
Jul-24,FM E-1034K-STD ,Bal Qty,10,Sheet1
Aug-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Aug-24,FM E-1034K-STD ,Sal Qty,1,Sheet1
Aug-24,FM E-1034K-STD ,Bal Qty,9,Sheet1
Sep-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Sep-24,FM E-1034K-STD ,Sal Qty,0,Sheet1
Sep-24,FM E-1034K-STD ,Bal Qty,9,Sheet1
Oct-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Oct-24,FM E-1034K-STD ,Sal Qty,0,Sheet1
Oct-24,FM E-1034K-STD ,Bal Qty,9,Sheet1
Nov-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Nov-24,FM E-1034K-STD ,Sal Qty,0,Sheet1
Nov-24,FM E-1034K-STD ,Bal Qty,9,Sheet1
Dec-24,FM E-1034K-STD ,Pur Qty,0,Sheet1
Dec-24,FM E-1034K-STD ,Sal Qty,1,Sheet1
Dec-24,FM E-1034K-STD ,Bal Qty,8,Sheet1
Jan-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
Jan-25,FM E-1034K-STD ,Sal Qty,7,Sheet1
Jan-25,FM E-1034K-STD ,Bal Qty,1,Sheet1
Feb-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
Feb-25,FM E-1034K-STD ,Sal Qty,1,Sheet1
Feb-25,FM E-1034K-STD ,Bal Qty,0,Sheet1
Mar-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
Mar-25,FM E-1034K-STD ,Sal Qty,0,Sheet1
Mar-25,FM E-1034K-STD ,Bal Qty,0,Sheet1
Apr-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
Apr-25,FM E-1034K-STD ,Sal Qty,0,Sheet1
Apr-25,FM E-1034K-STD ,Bal Qty,0,Sheet1
May-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
May-25,FM E-1034K-STD ,Sal Qty,0,Sheet1
May-25,FM E-1034K-STD ,Bal Qty,0,Sheet1
Jun-25,FM E-1034K-STD ,Pur Qty,0,Sheet1
Jun-25,FM E-1034K-STD ,Sal Qty,0,Sheet1
Jun-25,FM E-1034K-STD ,Bal Qty,0,Sheet1
Jun-24,FM E-178-020 ,Opn Qty,0,Sheet1
Jun-24,FM E-178-020 ,Pur Qty,0,Sheet1
Jun-24,FM E-178-020 ,Sal Qty,0,Sheet1
Jun-24,FM E-178-020 ,Bal Qty,0,Sheet1
Jul-24,FM E-178-020 ,Pur Qty,0,Sheet1
Jul-24,FM E-178-020 ,Sal Qty,0,Sheet1
Jul-24,FM E-178-020 ,Bal Qty,0,Sheet1
Aug-24,FM E-178-020 ,Pur Qty,0,Sheet1
Aug-24,FM E-178-020 ,Sal Qty,0,Sheet1
Aug-24,FM E-178-020 ,Bal Qty,0,Sheet1
Sep-24,FM E-178-020 ,Pur Qty,0,Sheet1
Sep-24,FM E-178-020 ,Sal Qty,0,Sheet1
Sep-24,FM E-178-020 ,Bal Qty,0,Sheet1
Oct-24,FM E-178-020 ,Pur Qty,0,Sheet1
Oct-24,FM E-178-020 ,Sal Qty,0,Sheet1
Oct-24,FM E-178-020 ,Bal Qty,0,Sheet1
Nov-24,FM E-178-020 ,Pur Qty,0,Sheet1
Nov-24,FM E-178-020 ,Sal Qty,0,Sheet1
Nov-24,FM E-178-020 ,Bal Qty,0,Sheet1
Dec-24,FM E-178-020 ,Pur Qty,0,Sheet1
Dec-24,FM E-178-020 ,Sal Qty,0,Sheet1
Dec-24,FM E-178-020 ,Bal Qty,0,Sheet1
Jan-25,FM E-178-020 ,Pur Qty,0,Sheet1
Jan-25,FM E-178-020 ,Sal Qty,0,Sheet1
Jan-25,FM E-178-020 ,Bal Qty,0,Sheet1
Feb-25,FM E-178-020 ,Pur Qty,0,Sheet1
Feb-25,FM E-178-020 ,Sal Qty,0,Sheet1
Feb-25,FM E-178-020 ,Bal Qty,0,Sheet1
Mar-25,FM E-178-020 ,Pur Qty,0,Sheet1
Mar-25,FM E-178-020 ,Sal Qty,0,Sheet1
Mar-25,FM E-178-020 ,Bal Qty,0,Sheet1
Apr-25,FM E-178-020 ,Pur Qty,0,Sheet1
Apr-25,FM E-178-020 ,Sal Qty,0,Sheet1
Apr-25,FM E-178-020 ,Bal Qty,0,Sheet1
May-25,FM E-178-020 ,Pur Qty,0,Sheet1
May-25,FM E-178-020 ,Sal Qty,0,Sheet1
May-25,FM E-178-020 ,Bal Qty,0,Sheet1
Jun-25,FM E-178-020 ,Pur Qty,0,Sheet1
Jun-25,FM E-178-020 ,Sal Qty,0,Sheet1
Jun-25,FM E-178-020 ,Bal Qty,0,Sheet1
Jun-24,FM E-222-020 ,Opn Qty,0,Sheet1
Jun-24,FM E-222-020 ,Pur Qty,0,Sheet1
Jun-24,FM E-222-020 ,Sal Qty,0,Sheet1
Jun-24,FM E-222-020 ,Bal Qty,0,Sheet1
Jul-24,FM E-222-020 ,Pur Qty,0,Sheet1
Jul-24,FM E-222-020 ,Sal Qty,0,Sheet1
Jul-24,FM E-222-020 ,Bal Qty,0,Sheet1
Aug-24,FM E-222-020 ,Pur Qty,0,Sheet1
Aug-24,FM E-222-020 ,Sal Qty,0,Sheet1
Aug-24,FM E-222-020 ,Bal Qty,0,Sheet1
Sep-24,FM E-222-020 ,Pur Qty,0,Sheet1
Sep-24,FM E-222-020 ,Sal Qty,0,Sheet1
Sep-24,FM E-222-020 ,Bal Qty,0,Sheet1
Oct-24,FM E-222-020 ,Pur Qty,0,Sheet1
Oct-24,FM E-222-020 ,Sal Qty,0,Sheet1
Oct-24,FM E-222-020 ,Bal Qty,0,Sheet1
Nov-24,FM E-222-020 ,Pur Qty,0,Sheet1
Nov-24,FM E-222-020 ,Sal Qty,0,Sheet1
Nov-24,FM E-222-020 ,Bal Qty,0,Sheet1
Dec-24,FM E-222-020 ,Pur Qty,0,Sheet1
Dec-24,FM E-222-020 ,Sal Qty,0,Sheet1
Dec-24,FM E-222-020 ,Bal Qty,0,Sheet1
Jan-25,FM E-222-020 ,Pur Qty,0,Sheet1
Jan-25,FM E-222-020 ,Sal Qty,0,Sheet1
Jan-25,FM E-222-020 ,Bal Qty,0,Sheet1
Feb-25,FM E-222-020 ,Pur Qty,0,Sheet1
Feb-25,FM E-222-020 ,Sal Qty,0,Sheet1
Feb-25,FM E-222-020 ,Bal Qty,0,Sheet1
Mar-25,FM E-222-020 ,Pur Qty,0,Sheet1
Mar-25,FM E-222-020 ,Sal Qty,0,Sheet1
Mar-25,FM E-222-020 ,Bal Qty,0,Sheet1
Apr-25,FM E-222-020 ,Pur Qty,0,Sheet1
Apr-25,FM E-222-020 ,Sal Qty,0,Sheet1
Apr-25,FM E-222-020 ,Bal Qty,0,Sheet1
May-25,FM E-222-020 ,Pur Qty,0,Sheet1
May-25,FM E-222-020 ,Sal Qty,0,Sheet1
May-25,FM E-222-020 ,Bal Qty,0,Sheet1
Jun-25,FM E-222-020 ,Pur Qty,0,Sheet1
Jun-25,FM E-222-020 ,Sal Qty,0,Sheet1
Jun-25,FM E-222-020 ,Bal Qty,0,Sheet1
Jun-24,FM E-222-040 ,Opn Qty,1,Sheet1
Jun-24,FM E-222-040 ,Pur Qty,0,Sheet1
Jun-24,FM E-222-040 ,Sal Qty,0,Sheet1
Jun-24,FM E-222-040 ,Bal Qty,1,Sheet1
Jul-24,FM E-222-040 ,Pur Qty,0,Sheet1
Jul-24,FM E-222-040 ,Sal Qty,0,Sheet1
Jul-24,FM E-222-040 ,Bal Qty,1,Sheet1
Aug-24,FM E-222-040 ,Pur Qty,0,Sheet1
Aug-24,FM E-222-040 ,Sal Qty,0,Sheet1
Aug-24,FM E-222-040 ,Bal Qty,1,Sheet1
Sep-24,FM E-222-040 ,Pur Qty,0,Sheet1
Sep-24,FM E-222-040 ,Sal Qty,0,Sheet1
Sep-24,FM E-222-040 ,Bal Qty,1,Sheet1
Oct-24,FM E-222-040 ,Pur Qty,0,Sheet1
Oct-24,FM E-222-040 ,Sal Qty,0,Sheet1
Oct-24,FM E-222-040 ,Bal Qty,1,Sheet1
Nov-24,FM E-222-040 ,Pur Qty,0,Sheet1
Nov-24,FM E-222-040 ,Sal Qty,0,Sheet1
Nov-24,FM E-222-040 ,Bal Qty,1,Sheet1
Dec-24,FM E-222-040 ,Pur Qty,0,Sheet1
Dec-24,FM E-222-040 ,Sal Qty,0,Sheet1
Dec-24,FM E-222-040 ,Bal Qty,1,Sheet1
Jan-25,FM E-222-040 ,Pur Qty,0,Sheet1
Jan-25,FM E-222-040 ,Sal Qty,0,Sheet1
Jan-25,FM E-222-040 ,Bal Qty,1,Sheet1
Feb-25,FM E-222-040 ,Pur Qty,0,Sheet1
Feb-25,FM E-222-040 ,Sal Qty,0,Sheet1
Feb-25,FM E-222-040 ,Bal Qty,1,Sheet1
Mar-25,FM E-222-040 ,Pur Qty,0,Sheet1
Mar-25,FM E-222-040 ,Sal Qty,0,Sheet1
Mar-25,FM E-222-040 ,Bal Qty,1,Sheet1
Apr-25,FM E-222-040 ,Pur Qty,0,Sheet1
Apr-25,FM E-222-040 ,Sal Qty,0,Sheet1
Apr-25,FM E-222-040 ,Bal Qty,1,Sheet1
May-25,FM E-222-040 ,Pur Qty,0,Sheet1
May-25,FM E-222-040 ,Sal Qty,0,Sheet1
May-25,FM E-222-040 ,Bal Qty,1,Sheet1
Jun-25,FM E-222-040 ,Pur Qty,0,Sheet1
Jun-25,FM E-222-040 ,Sal Qty,0,Sheet1
Jun-25,FM E-222-040 ,Bal Qty,1,Sheet1
Jun-24,FM E-233-020 ,Opn Qty,9,Sheet1
Jun-24,FM E-233-020 ,Pur Qty,0,Sheet1
Jun-24,FM E-233-020 ,Sal Qty,0,Sheet1
Jun-24,FM E-233-020 ,Bal Qty,9,Sheet1
Jul-24,FM E-233-020 ,Pur Qty,0,Sheet1
Jul-24,FM E-233-020 ,Sal Qty,0,Sheet1
Jul-24,FM E-233-020 ,Bal Qty,9,Sheet1
Aug-24,FM E-233-020 ,Pur Qty,0,Sheet1
Aug-24,FM E-233-020 ,Sal Qty,0,Sheet1
Aug-24,FM E-233-020 ,Bal Qty,9,Sheet1
Sep-24,FM E-233-020 ,Pur Qty,0,Sheet1
Sep-24,FM E-233-020 ,Sal Qty,0,Sheet1
Sep-24,FM E-233-020 ,Bal Qty,9,Sheet1
Oct-24,FM E-233-020 ,Pur Qty,0,Sheet1
Oct-24,FM E-233-020 ,Sal Qty,5,Sheet1
Oct-24,FM E-233-020 ,Bal Qty,3,Sheet1
Nov-24,FM E-233-020 ,Pur Qty,0,Sheet1
Nov-24,FM E-233-020 ,Sal Qty,0,Sheet1
Nov-24,FM E-233-020 ,Bal Qty,3,Sheet1
Dec-24,FM E-233-020 ,Pur Qty,0,Sheet1
Dec-24,FM E-233-020 ,Sal Qty,1,Sheet1
Dec-24,FM E-233-020 ,Bal Qty,2,Sheet1
Jan-25,FM E-233-020 ,Pur Qty,0,Sheet1
Jan-25,FM E-233-020 ,Sal Qty,0,Sheet1
Jan-25,FM E-233-020 ,Bal Qty,2,Sheet1
Feb-25,FM E-233-020 ,Pur Qty,2,Sheet1
Feb-25,FM E-233-020 ,Sal Qty,0,Sheet1
Feb-25,FM E-233-020 ,Bal Qty,4,Sheet1
Mar-25,FM E-233-020 ,Pur Qty,0,Sheet1
Mar-25,FM E-233-020 ,Sal Qty,0,Sheet1
Mar-25,FM E-233-020 ,Bal Qty,4,Sheet1
Apr-25,FM E-233-020 ,Pur Qty,0,Sheet1
Apr-25,FM E-233-020 ,Sal Qty,4,Sheet1
Apr-25,FM E-233-020 ,Bal Qty,0,Sheet1
May-25,FM E-233-020 ,Pur Qty,10,Sheet1
May-25,FM E-233-020 ,Sal Qty,0,Sheet1
May-25,FM E-233-020 ,Bal Qty,10,Sheet1
Jun-25,FM E-233-020 ,Pur Qty,0,Sheet1
Jun-25,FM E-233-020 ,Sal Qty,0,Sheet1
Jun-25,FM E-233-020 ,Bal Qty,10,Sheet1
Jun-24,FM E-233-030 ,Opn Qty,9,Sheet1
Jun-24,FM E-233-030 ,Pur Qty,0,Sheet1
Jun-24,FM E-233-030 ,Sal Qty,0,Sheet1
Jun-24,FM E-233-030 ,Bal Qty,9,Sheet1
Jul-24,FM E-233-030 ,Pur Qty,0,Sheet1
Jul-24,FM E-233-030 ,Sal Qty,0,Sheet1
Jul-24,FM E-233-030 ,Bal Qty,9,Sheet1
Aug-24,FM E-233-030 ,Pur Qty,0,Sheet1
Aug-24,FM E-233-030 ,Sal Qty,0,Sheet1
Aug-24,FM E-233-030 ,Bal Qty,9,Sheet1
Sep-24,FM E-233-030 ,Pur Qty,0,Sheet1
Sep-24,FM E-233-030 ,Sal Qty,0,Sheet1
Sep-24,FM E-233-030 ,Bal Qty,9,Sheet1
Oct-24,FM E-233-030 ,Pur Qty,0,Sheet1
Oct-24,FM E-233-030 ,Sal Qty,2,Sheet1
Oct-24,FM E-233-030 ,Bal Qty,7,Sheet1
Nov-24,FM E-233-030 ,Pur Qty,0,Sheet1
Nov-24,FM E-233-030 ,Sal Qty,0,Sheet1
Nov-24,FM E-233-030 ,Bal Qty,7,Sheet1
Dec-24,FM E-233-030 ,Pur Qty,0,Sheet1
Dec-24,FM E-233-030 ,Sal Qty,1,Sheet1
Dec-24,FM E-233-030 ,Bal Qty,6,Sheet1
Jan-25,FM E-233-030 ,Pur Qty,0,Sheet1
Jan-25,FM E-233-030 ,Sal Qty,0,Sheet1
Jan-25,FM E-233-030 ,Bal Qty,6,Sheet1
Feb-25,FM E-233-030 ,Pur Qty,6,Sheet1
Feb-25,FM E-233-030 ,Sal Qty,0,Sheet1
Feb-25,FM E-233-030 ,Bal Qty,12,Sheet1
Mar-25,FM E-233-030 ,Pur Qty,0,Sheet1
Mar-25,FM E-233-030 ,Sal Qty,0,Sheet1
Mar-25,FM E-233-030 ,Bal Qty,12,Sheet1
Apr-25,FM E-233-030 ,Pur Qty,0,Sheet1
Apr-25,FM E-233-030 ,Sal Qty,2,Sheet1
Apr-25,FM E-233-030 ,Bal Qty,10,Sheet1
May-25,FM E-233-030 ,Pur Qty,0,Sheet1
May-25,FM E-233-030 ,Sal Qty,0,Sheet1
May-25,FM E-233-030 ,Bal Qty,10,Sheet1
Jun-25,FM E-233-030 ,Pur Qty,0,Sheet1
Jun-25,FM E-233-030 ,Sal Qty,0,Sheet1
Jun-25,FM E-233-030 ,Bal Qty,10,Sheet1
Jun-24,FM E-233-040 ,Opn Qty,8,Sheet1
Jun-24,FM E-233-040 ,Pur Qty,0,Sheet1
Jun-24,FM E-233-040 ,Sal Qty,0,Sheet1
Jun-24,FM E-233-040 ,Bal Qty,8,Sheet1
Jul-24,FM E-233-040 ,Pur Qty,0,Sheet1
Jul-24,FM E-233-040 ,Sal Qty,0,Sheet1
Jul-24,FM E-233-040 ,Bal Qty,8,Sheet1
Aug-24,FM E-233-040 ,Pur Qty,0,Sheet1
Aug-24,FM E-233-040 ,Sal Qty,0,Sheet1
Aug-24,FM E-233-040 ,Bal Qty,8,Sheet1
Sep-24,FM E-233-040 ,Pur Qty,0,Sheet1
Sep-24,FM E-233-040 ,Sal Qty,0,Sheet1
Sep-24,FM E-233-040 ,Bal Qty,8,Sheet1
Oct-24,FM E-233-040 ,Pur Qty,0,Sheet1
Oct-24,FM E-233-040 ,Sal Qty,2,Sheet1
Oct-24,FM E-233-040 ,Bal Qty,6,Sheet1
Nov-24,FM E-233-040 ,Pur Qty,0,Sheet1
Nov-24,FM E-233-040 ,Sal Qty,0,Sheet1
Nov-24,FM E-233-040 ,Bal Qty,6,Sheet1
Dec-24,FM E-233-040 ,Pur Qty,0,Sheet1
Dec-24,FM E-233-040 ,Sal Qty,0,Sheet1
Dec-24,FM E-233-040 ,Bal Qty,6,Sheet1
Jan-25,FM E-233-040 ,Pur Qty,0,Sheet1
Jan-25,FM E-233-040 ,Sal Qty,0,Sheet1
Jan-25,FM E-233-040 ,Bal Qty,6,Sheet1
Feb-25,FM E-233-040 ,Pur Qty,8,Sheet1
Feb-25,FM E-233-040 ,Sal Qty,0,Sheet1
Feb-25,FM E-233-040 ,Bal Qty,14,Sheet1
Mar-25,FM E-233-040 ,Pur Qty,0,Sheet1
Mar-25,FM E-233-040 ,Sal Qty,0,Sheet1
Mar-25,FM E-233-040 ,Bal Qty,14,Sheet1
Apr-25,FM E-233-040 ,Pur Qty,0,Sheet1
Apr-25,FM E-233-040 ,Sal Qty,1,Sheet1
Apr-25,FM E-233-040 ,Bal Qty,13,Sheet1
May-25,FM E-233-040 ,Pur Qty,0,Sheet1
May-25,FM E-233-040 ,Sal Qty,0,Sheet1
May-25,FM E-233-040 ,Bal Qty,13,Sheet1
Jun-25,FM E-233-040 ,Pur Qty,0,Sheet1
Jun-25,FM E-233-040 ,Sal Qty,0,Sheet1
Jun-25,FM E-233-040 ,Bal Qty,13,Sheet1
Jun-24,FM E-233-STD ,Opn Qty,0,Sheet1
Jun-24,FM E-233-STD ,Pur Qty,0,Sheet1
Jun-24,FM E-233-STD ,Sal Qty,0,Sheet1
Jun-24,FM E-233-STD ,Bal Qty,0,Sheet1
Jul-24,FM E-233-STD ,Pur Qty,0,Sheet1
Jul-24,FM E-233-STD ,Sal Qty,0,Sheet1
Jul-24,FM E-233-STD ,Bal Qty,0,Sheet1
Aug-24,FM E-233-STD ,Pur Qty,0,Sheet1
Aug-24,FM E-233-STD ,Sal Qty,0,Sheet1
Aug-24,FM E-233-STD ,Bal Qty,0,Sheet1
Sep-24,FM E-233-STD ,Pur Qty,0,Sheet1
Sep-24,FM E-233-STD ,Sal Qty,0,Sheet1
Sep-24,FM E-233-STD ,Bal Qty,0,Sheet1
Oct-24,FM E-233-STD ,Pur Qty,0,Sheet1
Oct-24,FM E-233-STD ,Sal Qty,0,Sheet1
Oct-24,FM E-233-STD ,Bal Qty,0,Sheet1
Nov-24,FM E-233-STD ,Pur Qty,0,Sheet1
Nov-24,FM E-233-STD ,Sal Qty,0,Sheet1
Nov-24,FM E-233-STD ,Bal Qty,0,Sheet1
Dec-24,FM E-233-STD ,Pur Qty,0,Sheet1
Dec-24,FM E-233-STD ,Sal Qty,0,Sheet1
Dec-24,FM E-233-STD ,Bal Qty,0,Sheet1
Jan-25,FM E-233-STD ,Pur Qty,0,Sheet1
Jan-25,FM E-233-STD ,Sal Qty,0,Sheet1
Jan-25,FM E-233-STD ,Bal Qty,0,Sheet1
Feb-25,FM E-233-STD ,Pur Qty,4,Sheet1
Feb-25,FM E-233-STD ,Sal Qty,0,Sheet1
Feb-25,FM E-233-STD ,Bal Qty,4,Sheet1
Mar-25,FM E-233-STD ,Pur Qty,0,Sheet1
Mar-25,FM E-233-STD ,Sal Qty,1,Sheet1
Mar-25,FM E-233-STD ,Bal Qty,3,Sheet1
Apr-25,FM E-233-STD ,Pur Qty,0,Sheet1
Apr-25,FM E-233-STD ,Sal Qty,0,Sheet1
Apr-25,FM E-233-STD ,Bal Qty,3,Sheet1
May-25,FM E-233-STD ,Pur Qty,0,Sheet1
May-25,FM E-233-STD ,Sal Qty,0,Sheet1
May-25,FM E-233-STD ,Bal Qty,3,Sheet1
Jun-25,FM E-233-STD ,Pur Qty,0,Sheet1
Jun-25,FM E-233-STD ,Sal Qty,0,Sheet1
Jun-25,FM E-233-STD ,Bal Qty,3,Sheet1
Jun-24,FM E-234-020 ,Opn Qty,2,Sheet1
Jun-24,FM E-234-020 ,Pur Qty,0,Sheet1
Jun-24,FM E-234-020 ,Sal Qty,0,Sheet1
Jun-24,FM E-234-020 ,Bal Qty,2,Sheet1
Jul-24,FM E-234-020 ,Pur Qty,0,Sheet1
Jul-24,FM E-234-020 ,Sal Qty,0,Sheet1
Jul-24,FM E-234-020 ,Bal Qty,2,Sheet1
Aug-24,FM E-234-020 ,Pur Qty,0,Sheet1
Aug-24,FM E-234-020 ,Sal Qty,0,Sheet1
Aug-24,FM E-234-020 ,Bal Qty,2,Sheet1
Sep-24,FM E-234-020 ,Pur Qty,0,Sheet1
Sep-24,FM E-234-020 ,Sal Qty,0,Sheet1
Sep-24,FM E-234-020 ,Bal Qty,2,Sheet1
Oct-24,FM E-234-020 ,Pur Qty,0,Sheet1
Oct-24,FM E-234-020 ,Sal Qty,0,Sheet1
Oct-24,FM E-234-020 ,Bal Qty,2,Sheet1
Nov-24,FM E-234-020 ,Pur Qty,0,Sheet1
Nov-24,FM E-234-020 ,Sal Qty,0,Sheet1
Nov-24,FM E-234-020 ,Bal Qty,2,Sheet1
Dec-24,FM E-234-020 ,Pur Qty,0,Sheet1
Dec-24,FM E-234-020 ,Sal Qty,0,Sheet1
Dec-24,FM E-234-020 ,Bal Qty,2,Sheet1
Jan-25,FM E-234-020 ,Pur Qty,0,Sheet1
Jan-25,FM E-234-020 ,Sal Qty,0,Sheet1
Jan-25,FM E-234-020 ,Bal Qty,2,Sheet1
Feb-25,FM E-234-020 ,Pur Qty,0,Sheet1
Feb-25,FM E-234-020 ,Sal Qty,0,Sheet1
Feb-25,FM E-234-020 ,Bal Qty,2,Sheet1
Mar-25,FM E-234-020 ,Pur Qty,0,Sheet1
Mar-25,FM E-234-020 ,Sal Qty,0,Sheet1
Mar-25,FM E-234-020 ,Bal Qty,2,Sheet1
Apr-25,FM E-234-020 ,Pur Qty,0,Sheet1
Apr-25,FM E-234-020 ,Sal Qty,0,Sheet1
Apr-25,FM E-234-020 ,Bal Qty,2,Sheet1
May-25,FM E-234-020 ,Pur Qty,0,Sheet1
May-25,FM E-234-020 ,Sal Qty,0,Sheet1
May-25,FM E-234-020 ,Bal Qty,2,Sheet1
Jun-25,FM E-234-020 ,Pur Qty,0,Sheet1
Jun-25,FM E-234-020 ,Sal Qty,0,Sheet1
Jun-25,FM E-234-020 ,Bal Qty,2,Sheet1
Jun-24,FM E-234-030 ,Opn Qty,3,Sheet1
Jun-24,FM E-234-030 ,Pur Qty,0,Sheet1
Jun-24,FM E-234-030 ,Sal Qty,0,Sheet1
Jun-24,FM E-234-030 ,Bal Qty,3,Sheet1
Jul-24,FM E-234-030 ,Pur Qty,0,Sheet1
Jul-24,FM E-234-030 ,Sal Qty,0,Sheet1
Jul-24,FM E-234-030 ,Bal Qty,3,Sheet1
Aug-24,FM E-234-030 ,Pur Qty,0,Sheet1
Aug-24,FM E-234-030 ,Sal Qty,0,Sheet1
Aug-24,FM E-234-030 ,Bal Qty,3,Sheet1
Sep-24,FM E-234-030 ,Pur Qty,0,Sheet1
Sep-24,FM E-234-030 ,Sal Qty,0,Sheet1
Sep-24,FM E-234-030 ,Bal Qty,3,Sheet1
Oct-24,FM E-234-030 ,Pur Qty,0,Sheet1
Oct-24,FM E-234-030 ,Sal Qty,0,Sheet1
Oct-24,FM E-234-030 ,Bal Qty,3,Sheet1
Nov-24,FM E-234-030 ,Pur Qty,0,Sheet1
Nov-24,FM E-234-030 ,Sal Qty,0,Sheet1
Nov-24,FM E-234-030 ,Bal Qty,3,Sheet1
Dec-24,FM E-234-030 ,Pur Qty,0,Sheet1
Dec-24,FM E-234-030 ,Sal Qty,0,Sheet1
Dec-24,FM E-234-030 ,Bal Qty,3,Sheet1
Jan-25,FM E-234-030 ,Pur Qty,0,Sheet1
Jan-25,FM E-234-030 ,Sal Qty,0,Sheet1
Jan-25,FM E-234-030 ,Bal Qty,3,Sheet1
