Itm_Code,Month,Function_Description,Opn_Qty,Seq_No,Sal_Qty,Pur_Qty,Bal_Qty
GAB56807 ,12,SHOCK ABSORBER,0,49,0,0,6
GAB56817 ,1,SHOCK ABSORBER,4,50,0,0,4
GAB56817 ,2,SHOCK ABSORBER,4,50,0,16,20
GAB56817 ,3,SHOCK ABSORBER,4,50,0,0,20
GAB56817 ,4,SHOCK ABSORBER,4,50,0,0,20
GAB56817 ,5,SHOCK ABSORBER,4,50,2,0,18
GAB56817 ,6,SHOCK ABSORBER,4,50,3,0,15
GAB56817 ,7,SHOCK ABSORBER,4,50,0,0,15
GAB56817 ,8,SHOCK ABSORBER,4,50,0,0,15
GAB56817 ,9,SHOCK ABSORBER,4,50,0,0,15
GAB56817 ,10,SHOCK ABSORBER,4,50,0,0,15
GAB56817 ,11,SHOCK ABSORBER,4,50,6,0,9
GAB56817 ,12,SHOCK ABSORBER,4,50,2,0,7
GAB56823 ,1,SHOCK ABSORBER,27,51,1,0,26
GAB56823 ,2,SHOCK ABSORBER,27,51,1,20,45
GAB56823 ,3,SHOCK ABSORBER,27,51,2,0,43
GAB56823 ,4,SHOCK ABSORBER,27,51,2,0,41
GAB56823 ,5,SHOCK ABSORBER,27,51,2,0,39
GAB56823 ,6,SHOCK ABSORBER,27,51,2,0,37
GAB56823 ,7,SHOCK ABSORBER,27,51,5,0,32
GAB56823 ,8,SHOCK ABSORBER,27,51,6,0,26
GAB56823 ,9,SHOCK ABSORBER,27,51,5,0,21
GAB56823 ,10,SHOCK ABSORBER,27,51,4,0,17
GAB56823 ,11,SHOCK ABSORBER,27,51,7,0,10
GAB56823 ,12,SHOCK ABSORBER,27,51,4,0,6
GAB56824 ,1,SHOCK ABSORBER,25,52,3,0,22
GAB56824 ,2,SHOCK ABSORBER,25,52,1,20,41
GAB56824 ,3,SHOCK ABSORBER,25,52,2,0,39
GAB56824 ,4,SHOCK ABSORBER,25,52,2,0,37
GAB56824 ,5,SHOCK ABSORBER,25,52,2,0,35
GAB56824 ,6,SHOCK ABSORBER,25,52,2,0,33
GAB56824 ,7,SHOCK ABSORBER,25,52,5,0,28
GAB56824 ,8,SHOCK ABSORBER,25,52,6,0,22
GAB56824 ,9,SHOCK ABSORBER,25,52,5,0,17
GAB56824 ,10,SHOCK ABSORBER,25,52,3,0,14
GAB56824 ,11,SHOCK ABSORBER,25,52,9,0,5
GAB56824 ,12,SHOCK ABSORBER,25,52,4,0,1
GAB56838 ,1,SHOCK ABSORBER,26,53,2,0,24
GAB56838 ,2,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,3,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,4,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,5,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,6,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,7,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,8,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,9,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,10,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,11,SHOCK ABSORBER,26,53,0,0,24
GAB56838 ,12,SHOCK ABSORBER,26,53,0,0,24
GAB56839 ,1,SHOCK ABSORBER,2,54,0,6,8
GAB56839 ,2,SHOCK ABSORBER,2,54,0,0,8
GAB56839 ,3,SHOCK ABSORBER,2,54,0,0,8
GAB56839 ,4,SHOCK ABSORBER,2,54,0,0,8
GAB56839 ,5,SHOCK ABSORBER,2,54,2,0,6
GAB56839 ,6,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,7,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,8,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,9,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,10,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,11,SHOCK ABSORBER,2,54,0,0,6
GAB56839 ,12,SHOCK ABSORBER,2,54,2,0,4
GAB56840 ,1,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,2,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,3,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,4,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,5,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,6,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,7,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,8,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,9,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,10,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,11,SHOCK ABSORBER,1,55,0,0,1
GAB56840 ,12,SHOCK ABSORBER,1,55,0,0,1
GAB56841 ,1,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,2,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,3,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,4,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,5,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,6,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,7,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,8,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,9,SHOCK ABSORBER,2,56,0,0,2
GAB56841 ,10,SHOCK ABSORBER,2,56,1,0,1
GAB56841 ,11,SHOCK ABSORBER,2,56,0,0,1
GAB56841 ,12,SHOCK ABSORBER,2,56,0,0,1
GAB56848 ,1,SHOCK ABSORBER,0,57,0,0,0
GAB56848 ,2,SHOCK ABSORBER,0,57,0,20,20
GAB56848 ,3,SHOCK ABSORBER,0,57,0,0,20
GAB56848 ,4,SHOCK ABSORBER,0,57,0,0,20
GAB56848 ,5,SHOCK ABSORBER,0,57,1,0,19
GAB56848 ,6,SHOCK ABSORBER,0,57,0,0,19
GAB56848 ,7,SHOCK ABSORBER,0,57,0,0,19
GAB56848 ,8,SHOCK ABSORBER,0,57,0,0,19
GAB56848 ,9,SHOCK ABSORBER,0,57,1,0,18
GAB56848 ,10,SHOCK ABSORBER,0,57,0,0,18
GAB56848 ,11,SHOCK ABSORBER,0,57,1,0,17
GAB56848 ,12,SHOCK ABSORBER,0,57,0,0,17
GAB56849 ,1,SHOCK ABSORBER,0,58,0,0,0
GAB56849 ,2,SHOCK ABSORBER,0,58,0,20,20
GAB56849 ,3,SHOCK ABSORBER,0,58,0,0,20
GAB56849 ,4,SHOCK ABSORBER,0,58,0,0,20
GAB56849 ,5,SHOCK ABSORBER,0,58,1,0,19
GAB56849 ,6,SHOCK ABSORBER,0,58,0,0,19
GAB56849 ,7,SHOCK ABSORBER,0,58,0,0,19
GAB56849 ,8,SHOCK ABSORBER,0,58,0,0,19
GAB56849 ,9,SHOCK ABSORBER,0,58,1,0,18
GAB56849 ,10,SHOCK ABSORBER,0,58,0,0,18
GAB56849 ,11,SHOCK ABSORBER,0,58,1,0,17
GAB56849 ,12,SHOCK ABSORBER,0,58,0,0,17
GAB57111 ,1,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,2,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,3,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,4,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,5,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,6,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,7,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,8,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,9,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,10,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,11,SHOCK ABSORBER,0,59,0,0,0
GAB57111 ,12,SHOCK ABSORBER,0,59,0,0,0
GAB57716 ,1,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,2,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,3,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,4,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,5,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,6,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,7,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,8,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,9,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,10,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,11,SHOCK ABSORBER,0,60,0,0,0
GAB57716 ,12,SHOCK ABSORBER,0,60,0,0,0
GAB57717 ,1,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,2,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,3,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,4,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,5,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,6,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,7,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,8,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,9,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,10,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,11,SHOCK ABSORBER,0,61,0,0,0
GAB57717 ,12,SHOCK ABSORBER,0,61,0,0,0
GAB58930 ,1,SHOCK ABSORBER,5,62,2,0,3
GAB58930 ,2,SHOCK ABSORBER,5,62,6,299,296
GAB58930 ,3,SHOCK ABSORBER,5,62,18,0,278
GAB58930 ,4,SHOCK ABSORBER,5,62,24,0,254
GAB58930 ,5,SHOCK ABSORBER,5,62,6,0,248
GAB58930 ,6,SHOCK ABSORBER,5,62,8,0,240
GAB58930 ,7,SHOCK ABSORBER,5,62,19,0,221
GAB58930 ,8,SHOCK ABSORBER,5,62,23,0,198
GAB58930 ,9,SHOCK ABSORBER,5,62,18,0,180
GAB58930 ,10,SHOCK ABSORBER,5,62,23,0,157
GAB58930 ,11,SHOCK ABSORBER,5,62,32,0,125
GAB58930 ,12,SHOCK ABSORBER,5,62,19,0,106
GAB59024 ,1,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,2,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,3,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,4,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,5,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,6,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,7,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,8,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,9,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,10,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,11,SHOCK ABSORBER,0,63,0,0,0
GAB59024 ,12,SHOCK ABSORBER,0,63,0,0,0
GAB61517 ,1,SHOCK ABSORBER,14,64,0,0,14
GAB61517 ,2,SHOCK ABSORBER,14,64,0,0,14
GAB61517 ,3,SHOCK ABSORBER,14,64,0,0,14
GAB61517 ,4,SHOCK ABSORBER,14,64,0,0,14
GAB61517 ,5,SHOCK ABSORBER,14,64,2,0,12
GAB61517 ,6,SHOCK ABSORBER,14,64,0,0,12
GAB61517 ,7,SHOCK ABSORBER,14,64,6,0,6
GAB61517 ,8,SHOCK ABSORBER,14,64,2,0,4
GAB61517 ,9,SHOCK ABSORBER,14,64,2,0,2
GAB61517 ,10,SHOCK ABSORBER,14,64,2,10,10
GAB61517 ,11,SHOCK ABSORBER,14,64,6,0,4
GAB61517 ,12,SHOCK ABSORBER,14,64,2,0,2
GAB61522 ,1,SHOCK ABSORBER,18,65,0,0,18
GAB61522 ,2,SHOCK ABSORBER,18,65,0,0,18
GAB61522 ,3,SHOCK ABSORBER,18,65,0,0,18
GAB61522 ,4,SHOCK ABSORBER,18,65,2,0,16
GAB61522 ,5,SHOCK ABSORBER,18,65,0,0,16
GAB61522 ,6,SHOCK ABSORBER,18,65,0,0,16
GAB61522 ,7,SHOCK ABSORBER,18,65,6,0,10
GAB61522 ,8,SHOCK ABSORBER,18,65,0,0,10
GAB61522 ,9,SHOCK ABSORBER,18,65,0,0,10
GAB61522 ,10,SHOCK ABSORBER,18,65,0,0,10
GAB61522 ,11,SHOCK ABSORBER,18,65,8,0,2
GAB61522 ,12,SHOCK ABSORBER,18,65,1,0,1
GAB61696 ,1,SHOCK ABSORBER,10,66,0,0,10
GAB61696 ,2,SHOCK ABSORBER,10,66,2,0,8
GAB61696 ,3,SHOCK ABSORBER,10,66,0,0,8
GAB61696 ,4,SHOCK ABSORBER,10,66,0,0,8
GAB61696 ,5,SHOCK ABSORBER,10,66,0,0,8
GAB61696 ,6,SHOCK ABSORBER,10,66,0,0,8
GAB61696 ,7,SHOCK ABSORBER,10,66,2,0,6
GAB61696 ,8,SHOCK ABSORBER,10,66,0,0,6
GAB61696 ,9,SHOCK ABSORBER,10,66,0,0,6
GAB61696 ,10,SHOCK ABSORBER,10,66,0,0,6
GAB61696 ,11,SHOCK ABSORBER,10,66,6,0,0
GAB61696 ,12,SHOCK ABSORBER,10,66,0,0,0
GAB61711 ,1,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,2,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,3,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,4,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,5,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,6,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,7,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,8,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,9,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,10,SHOCK ABSORBER,26,67,0,0,26
GAB61711 ,11,SHOCK ABSORBER,26,67,4,0,22
GAB61711 ,12,SHOCK ABSORBER,26,67,0,0,22
GAB61718 ,1,SHOCK ABSORBER,0,68,0,10,10
GAB61718 ,2,SHOCK ABSORBER,0,68,0,0,10
GAB61718 ,3,SHOCK ABSORBER,0,68,0,0,10
GAB61718 ,4,SHOCK ABSORBER,0,68,0,0,10
GAB61718 ,5,SHOCK ABSORBER,0,68,2,0,8
GAB61718 ,6,SHOCK ABSORBER,0,68,0,0,8
GAB61718 ,7,SHOCK ABSORBER,0,68,1,0,7
GAB61718 ,8,SHOCK ABSORBER,0,68,2,0,5
GAB61718 ,9,SHOCK ABSORBER,0,68,0,0,5
GAB61718 ,10,SHOCK ABSORBER,0,68,0,0,5
GAB61718 ,11,SHOCK ABSORBER,0,68,2,0,3
GAB61718 ,12,SHOCK ABSORBER,0,68,0,0,3
GAB63347 ,1,SHOCK ABSORBER,0,69,36,80,44
GAB63347 ,2,SHOCK ABSORBER,0,69,4,0,40
GAB63347 ,3,SHOCK ABSORBER,0,69,0,0,40
GAB63347 ,4,SHOCK ABSORBER,0,69,2,20,58
GAB63347 ,5,SHOCK ABSORBER,0,69,22,0,36
GAB63347 ,6,SHOCK ABSORBER,0,69,4,0,32
GAB63347 ,7,SHOCK ABSORBER,0,69,0,0,32
GAB63347 ,8,SHOCK ABSORBER,0,69,0,0,32
GAB63347 ,9,SHOCK ABSORBER,0,69,4,0,28
GAB63347 ,10,SHOCK ABSORBER,0,69,16,50,62
GAB63347 ,11,SHOCK ABSORBER,0,69,2,0,60
GAB63347 ,12,SHOCK ABSORBER,0,69,2,0,58
GAB63349 ,1,SHOCK ABSORBER,11,70,4,100,107
GAB63349 ,2,SHOCK ABSORBER,11,70,0,0,107
GAB63349 ,3,SHOCK ABSORBER,11,70,0,0,107
GAB63349 ,4,SHOCK ABSORBER,11,70,8,100,199
GAB63349 ,5,SHOCK ABSORBER,11,70,52,0,147
GAB63349 ,6,SHOCK ABSORBER,11,70,16,0,131
GAB63349 ,7,SHOCK ABSORBER,11,70,8,0,123
GAB63349 ,8,SHOCK ABSORBER,11,70,26,0,97
GAB63349 ,9,SHOCK ABSORBER,11,70,18,0,79
GAB63349 ,10,SHOCK ABSORBER,11,70,8,60,131
GAB63349 ,11,SHOCK ABSORBER,11,70,4,0,127
GAB63349 ,12,SHOCK ABSORBER,11,70,16,0,111
GAB63353 ,1,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,2,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,3,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,4,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,5,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,6,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,7,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,8,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,9,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,10,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,11,SHOCK ABSORBER,0,71,0,0,0
GAB63353 ,12,SHOCK ABSORBER,0,71,0,0,0
GAB63355 ,1,SHOCK ABSORBER,0,72,4,60,56
GAB63355 ,2,SHOCK ABSORBER,0,72,4,0,52
GAB63355 ,3,SHOCK ABSORBER,0,72,4,0,48
GAB63355 ,4,SHOCK ABSORBER,0,72,0,0,48
GAB63355 ,5,SHOCK ABSORBER,0,72,36,0,12
GAB63355 ,6,SHOCK ABSORBER,0,72,12,0,0
GAB63355 ,7,SHOCK ABSORBER,0,72,0,0,0
GAB63355 ,8,SHOCK ABSORBER,0,72,0,0,0
GAB63355 ,9,SHOCK ABSORBER,0,72,0,0,0
GAB63355 ,10,SHOCK ABSORBER,0,72,0,100,100
GAB63355 ,11,SHOCK ABSORBER,0,72,54,0,46
GAB63355 ,12,SHOCK ABSORBER,0,72,10,0,36
GAB63387 ,1,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,2,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,3,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,4,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,5,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,6,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,7,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,8,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,9,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,10,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,11,SHOCK ABSORBER,0,73,0,0,0
GAB63387 ,12,SHOCK ABSORBER,0,73,0,0,0
GAB63422 ,1,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,2,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,3,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,4,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,5,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,6,SHOCK ABSORBER,16,74,0,0,16
GAB63422 ,7,SHOCK ABSORBER,16,74,2,0,14
GAB63422 ,8,SHOCK ABSORBER,16,74,0,0,14
GAB63422 ,9,SHOCK ABSORBER,16,74,0,0,14
GAB63422 ,10,SHOCK ABSORBER,16,74,0,0,14
GAB63422 ,11,SHOCK ABSORBER,16,74,0,0,14
GAB63422 ,12,SHOCK ABSORBER,16,74,0,0,14
GAB63423 ,1,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,2,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,3,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,4,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,5,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,6,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,7,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,8,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,9,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,10,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,11,SHOCK ABSORBER,17,75,0,0,17
GAB63423 ,12,SHOCK ABSORBER,17,75,0,0,17
GAB63424 ,1,SHOCK ABSORBER,19,76,0,0,19
GAB63424 ,2,SHOCK ABSORBER,19,76,0,0,19
GAB63424 ,3,SHOCK ABSORBER,19,76,0,0,19
GAB63424 ,4,SHOCK ABSORBER,19,76,2,0,17
GAB63424 ,5,SHOCK ABSORBER,19,76,0,0,17
GAB63424 ,6,SHOCK ABSORBER,19,76,4,0,13
GAB63424 ,7,SHOCK ABSORBER,19,76,0,0,13
GAB63424 ,8,SHOCK ABSORBER,19,76,2,0,11
GAB63424 ,9,SHOCK ABSORBER,19,76,4,0,7
GAB63424 ,10,SHOCK ABSORBER,19,76,0,0,7
GAB63424 ,11,SHOCK ABSORBER,19,76,0,0,7
GAB63424 ,12,SHOCK ABSORBER,19,76,2,0,5
GAB63425 ,1,SHOCK ABSORBER,33,77,8,0,25
GAB63425 ,2,SHOCK ABSORBER,33,77,10,0,15
GAB63425 ,3,SHOCK ABSORBER,33,77,2,0,13
GAB63425 ,4,SHOCK ABSORBER,33,77,2,0,11
GAB63425 ,5,SHOCK ABSORBER,33,77,4,0,7
GAB63425 ,6,SHOCK ABSORBER,33,77,2,0,5
GAB63425 ,7,SHOCK ABSORBER,33,77,0,0,3
GAB63425 ,8,SHOCK ABSORBER,33,77,2,0,1
GAB63425 ,9,SHOCK ABSORBER,33,77,0,0,1
GAB63425 ,10,SHOCK ABSORBER,33,77,2,50,49
GAB63425 ,11,SHOCK ABSORBER,33,77,2,0,47
GAB63425 ,12,SHOCK ABSORBER,33,77,2,0,45
GAB63454 ,1,SHOCK ABSORBER,0,78,0,24,24
GAB63454 ,2,SHOCK ABSORBER,0,78,6,0,18
GAB63454 ,3,SHOCK ABSORBER,0,78,0,0,18
GAB63454 ,4,SHOCK ABSORBER,0,78,0,0,18
GAB63454 ,5,SHOCK ABSORBER,0,78,4,0,14
GAB63454 ,6,SHOCK ABSORBER,0,78,4,0,10
GAB63454 ,7,SHOCK ABSORBER,0,78,4,0,6
GAB63454 ,8,SHOCK ABSORBER,0,78,2,0,4
GAB63454 ,9,SHOCK ABSORBER,0,78,4,0,0
GAB63454 ,10,SHOCK ABSORBER,0,78,0,10,10
GAB63454 ,11,SHOCK ABSORBER,0,78,2,0,8
GAB63454 ,12,SHOCK ABSORBER,0,78,2,0,6
GAB63488 ,1,SHOCK ABSORBER,18,79,4,20,34
GAB63488 ,2,SHOCK ABSORBER,18,79,0,0,34
GAB63488 ,3,SHOCK ABSORBER,18,79,2,0,32
GAB63488 ,4,SHOCK ABSORBER,18,79,4,20,48
GAB63488 ,5,SHOCK ABSORBER,18,79,4,0,44
GAB63488 ,6,SHOCK ABSORBER,18,79,10,0,34
GAB63488 ,7,SHOCK ABSORBER,18,79,6,0,28
GAB63488 ,8,SHOCK ABSORBER,18,79,8,0,20
GAB63488 ,9,SHOCK ABSORBER,18,79,4,0,16
GAB63488 ,10,SHOCK ABSORBER,18,79,2,0,14
GAB63488 ,11,SHOCK ABSORBER,18,79,4,0,10
GAB63488 ,12,SHOCK ABSORBER,18,79,6,0,4
GAB63489 ,1,SHOCK ABSORBER,2,80,0,0,2
GAB63489 ,2,SHOCK ABSORBER,2,80,0,0,2
GAB63489 ,3,SHOCK ABSORBER,2,80,0,100,102
GAB63489 ,4,SHOCK ABSORBER,2,80,42,100,160
GAB63489 ,5,SHOCK ABSORBER,2,80,5,0,155
GAB63489 ,6,SHOCK ABSORBER,2,80,18,0,137
GAB63489 ,7,SHOCK ABSORBER,2,80,18,0,117
GAB63489 ,8,SHOCK ABSORBER,2,80,84,0,33
GAB63489 ,9,SHOCK ABSORBER,2,80,20,0,13
GAB63489 ,10,SHOCK ABSORBER,2,80,9,0,4
GAB63489 ,11,SHOCK ABSORBER,2,80,0,0,4
GAB63489 ,12,SHOCK ABSORBER,2,80,0,0,4
GAB63511 ,1,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,2,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,3,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,4,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,5,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,6,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,7,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,8,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,9,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,10,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,11,SHOCK ABSORBER,0,81,0,0,0
GAB63511 ,12,SHOCK ABSORBER,0,81,0,0,0
GAB63609 ,1,SHOCK ABSORBER,22,82,2,20,40
GAB63609 ,2,SHOCK ABSORBER,22,82,2,0,38
GAB63609 ,3,SHOCK ABSORBER,22,82,4,0,34
GAB63609 ,4,SHOCK ABSORBER,22,82,4,0,30
GAB63609 ,5,SHOCK ABSORBER,22,82,2,0,28
GAB63609 ,6,SHOCK ABSORBER,22,82,6,0,22
GAB63609 ,7,SHOCK ABSORBER,22,82,6,0,16
GAB63609 ,8,SHOCK ABSORBER,22,82,4,0,12
GAB63609 ,9,SHOCK ABSORBER,22,82,2,0,10
GAB63609 ,10,SHOCK ABSORBER,22,82,6,0,4
GAB63609 ,11,SHOCK ABSORBER,22,82,2,0,2
GAB63609 ,12,SHOCK ABSORBER,22,82,0,0,2
GAB63638 ,1,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,2,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,3,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,4,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,5,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,6,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,7,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,8,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,9,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,10,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,11,SHOCK ABSORBER,0,83,0,0,0
GAB63638 ,12,SHOCK ABSORBER,0,83,0,0,0
GAB63662 ,1,SHOCK ABSORBER,2,84,2,0,0
GAB63662 ,2,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,3,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,4,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,5,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,6,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,7,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,8,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,9,SHOCK ABSORBER,2,84,0,0,0
GAB63662 ,10,SHOCK ABSORBER,2,84,20,100,80
GAB63662 ,11,SHOCK ABSORBER,2,84,76,0,4
GAB63662 ,12,SHOCK ABSORBER,2,84,2,0,2
GAB63675 ,1,SHOCK ABSORBER,3,85,4,197,196
GAB63675 ,2,SHOCK ABSORBER,3,85,14,0,182
GAB63675 ,3,SHOCK ABSORBER,3,85,20,0,162
GAB63675 ,4,SHOCK ABSORBER,3,85,20,0,142
GAB63675 ,5,SHOCK ABSORBER,3,85,26,0,116
GAB63675 ,6,SHOCK ABSORBER,3,85,46,0,70
GAB63675 ,7,SHOCK ABSORBER,3,85,38,0,32
GAB63675 ,8,SHOCK ABSORBER,3,85,32,0,0
GAB63675 ,9,SHOCK ABSORBER,3,85,0,0,0
GAB63675 ,10,SHOCK ABSORBER,3,85,0,0,0
GAB63675 ,11,SHOCK ABSORBER,3,85,0,0,0
GAB63675 ,12,SHOCK ABSORBER,3,85,0,0,0
GAB63714 ,1,SHOCK ABSORBER,8,86,0,0,8
GAB63714 ,2,SHOCK ABSORBER,8,86,0,0,8
